X_i,Y_i,theta_i,l_i
0.998335,-1.5e-05,0.009008765290416765,0.003330135132393334
0.995,-4.5e-05,0.008981794392023101,0.0033401347278215177
0.991665,-7.500000000000001e-05,0.009008765290416765,0.003330135132393334
0.988335,-0.00010999999999999999,0.012011434330561266,0.0033302402315748374
0.9833350000000001,-0.00015999999999999999,0.00899525962479092,0.006670269859608445
0.953335,-0.000445,0.009562806185461452,0.05333243853416041
0.9,-0.0009599999999999999,0.009748472582637892,0.05334253462294414
0.846665,-0.001475,0.009562806185461433,0.053332438534160524
0.79,-0.00201,0.009333062335151692,0.06000261327642316
0.7333350000000001,-0.0025399999999999997,0.009375311278902955,0.05333234384498771
0.6799999999999999,-0.003045,0.009561013492667086,0.05334243807701337
0.626665,-0.00355,0.009375311278902955,0.05333234384498771
0.5733349999999999,-0.00405,0.009375311278902955,0.05333234384498771
0.52,-0.00455,0.009373553730707987,0.05334234340559102
0.466665,-0.00505,0.009375311278902964,0.05333234384498771
0.416665,-0.005520000000000001,0.009427618688456943,0.04667207409147357
0.37,-0.00596,0.009429639061346117,0.04666207453596554
0.32999999999999996,-0.00634,0.00959778566508975,0.03334153565749482
0.29333,-0.00669,0.009499714223807963,0.04000180495927651
0.25333,-0.00706,0.008999757011809117,0.04000161996719634
0.21333000000000002,-0.00741,0.008499795300540314,0.04000144497390064
0.17666500000000002,-0.007725,0.008700650530118103,0.033331261602285625
0.143335,-0.00804,0.010200666281959193,0.03333173412830481
0.11,-0.008435,0.013496480996349609,0.033343036754320994
0.076665,-0.00893,0.016200202784002332,0.03333437415041716
0.053335,-0.009295000000000001,0.01425259823784869,0.013331354019753577
0.04,-0.009430000000000001,0.0059969296086936266,0.01334023987790325
0.03,-0.009434999999999999,6.272675183678368,0.006660367857708761
0.023335,-0.009285,6.248716206180078,0.006673964339131577
0.016665,-0.008895,6.200912669191084,0.006692637746060966
0.011665,-0.00836,6.128280173903246,0.0033703560642757016
0.008335,-0.0076749999999999995,6.033266670122747,0.0034367717410383834
0.005,-0.006485,5.853629234905421,0.0036737582936279298
0.001665,-0.00286,5.239593390966414,0.006618708333202182
0.001665,0.004645,4.368206291931038,0.009868789186115995
0.005,0.011529999999999999,4.071751142220541,0.005588022906180682
0.008335,0.01558,3.9686932440718734,0.004918668519020163
0.011665,0.018955,3.896040950685904,0.004570098467210526
0.016665,0.023195,3.8176121339294724,0.008550520451995891
0.023335,0.02816,3.7433071162737446,0.008091062970957524
0.03,0.032495,3.692325591115597,0.007815606182504336
0.04,0.038125,3.6347737704309893,0.015144784580838384
0.053335,0.044785,3.5738577011533077,0.014680306536309107
0.076665,0.053989999999999996,3.494068502252833,0.03551332848382421
0.11,0.06462999999999999,3.4058132174703157,0.034538616069553225
0.143335,0.07245499999999999,3.337949432649877,0.033983022231696816
0.17666500000000002,0.07816000000000001,3.28403572015196,0.033671015725694996
0.21333000000000002,0.082465,3.237051638750844,0.04018294289869771
0.25333,0.085465,3.1957895269910184,0.04005881800552783
0.29333,0.08695,3.1615899875629436,0.04000799920015994
0.32999999999999996,0.087225,3.134094293825771,0.033340937299362154
0.37,0.08630499999999999,3.107529537524392,0.046687082795994046
0.416665,0.08407,3.0799609298774056,0.04675877778556663
0.466665,0.08030999999999999,3.0548057661182613,0.053531472051495076
0.52,0.07506499999999999,3.032355447513792,0.05365983693601761
0.5733349999999999,0.06872,3.0140310630388703,0.05376685317181952
0.626665,0.06149,2.999669347443357,0.05387163725004094
0.6799999999999999,0.053565,2.9885066316966213,0.053971182125278724
0.7333350000000001,0.04511,2.980247280419247,0.05403176195535362
0.79,0.03571,2.9744986635960515,0.060847468312165566
0.846665,0.026075,2.971673860743408,0.05410925429166448
0.9,0.01695,2.9726158366447537,0.05411067916779454
0.953335,0.007899999999999999,2.9744073810214315,0.054084091006505776
0.9833350000000001,0.0028399999999999996,2.9752286145956446,0.0067633793328484
0.988335,0.001995,2.9720644421318685,0.0033784315887700946
0.991665,0.001425,2.9720644421318743,0.0033784315887702043
0.995,0.000855,2.9725623848010927,0.0033882886535830034
0.998335,0.000285,2.9720644421318743,0.0033784315887702043
