X_i,Y_i,theta_i,l_i
0.9970775000000001,-0.0003865,6.251886720284267,0.005847864054507413
0.9881065,-8.7e-05,6.248810161975023,0.012104150734355574
0.9752825,0.0003565,6.248441711333751,0.013559182939985709
0.961649,0.0008194999999999999,6.250024530752066,0.013723544768025559
0.947926,0.001263,6.251731736349437,0.013736794531476311
0.934196,0.0016815,6.253696407118548,0.013735971935032502
0.9204654999999999,0.002074,6.2555177642028905,0.013736257168530346
0.9067339999999999,0.0024405,6.257484588087579,0.01373653642662513
0.8930020000000001,0.0027815,6.259231253056346,0.013735940630331768
0.8792695,0.003097,6.261198026025832,0.01373632021321576
0.8655360000000001,0.0033864999999999998,6.263019117482157,0.013736793111931206
0.8518015,0.0036505,6.264912859814727,0.013737293255951168
0.838066,0.0038894999999999997,6.266660894077572,0.013737875563565103
0.824329,0.004104,6.268482625244764,0.013739484997626394
0.8105910000000001,0.004293,6.2703748273279185,0.013739127337644036
0.7968525,0.0044575,6.272049585822216,0.013739851891487097
0.7831135,0.004598,6.273869032573593,0.013739596245887232
0.7693735,0.0047145,6.275544090644735,0.01374140116582003
0.7556325,0.0048070000000000005,6.277363380381262,0.013741232877729714
0.7418915,0.004876,6.278964387628331,0.013741122406848725
0.7281505,0.004921999999999999,6.280710965384,0.013741042063831988
0.7144090000000001,0.0049440000000000005,6.282457611193932,0.01374200363848012
0.7006680000000001,0.004942,0.0010189225003676995,0.013740007132458095
0.6869275,0.0049169999999999995,0.0026198906654564848,0.013741047158058954
0.673187,0.004868,0.004512342008782153,0.013740139882839597
0.659447,0.0047945,0.006186238405636154,0.013740262915970799
0.645707,0.0046975,0.007932875801666836,0.01374043234399847
0.631968,0.004576,0.009753657785814576,0.013738653500252518
0.6182295,0.0044305,0.011426826308588996,0.013739897015625646
0.604491,0.0042605,0.01331992846279206,0.013739218791474309
0.590753,0.0040655,0.01506655529828564,0.013739559417972643
0.5770154999999999,0.0038465,0.0168143139012138,0.013738942099011844
0.563278,0.003603,0.018632288164931742,0.01374038500188396
0.5495405,0.003335,0.02038008539887339,0.013739853310716239
0.5358035000000001,0.0030435,0.02205364167816293,0.01374034126213756
0.5220665,0.0027275,0.02394533864788009,0.013740939196430497
0.5083295000000001,0.0023875,0.025545871985413835,0.01374148354436303
0.49459200000000003,0.002025,0.027217036430151775,0.013743089900018872
0.480854,0.0016395,0.028889907185595653,0.013743735045467107
0.467115,0.0012315,0.03048545785336057,0.01374638719809679
0.4533745,0.000801,0.032155421809308506,0.013748106960596432
0.439633,0.00035,0.033461526988002366,0.013749696869385916
0.42589,-0.0001205,0.0349828120281754,0.013752414224418905
0.4121445,-0.0006104999999999999,0.03628289892126969,0.013756053576516786
0.3983955,-0.0011175,0.03743432594620895,0.013760640464745831
0.38464299999999996,-0.00164,0.03851518854563508,0.013764207786865167
0.37088699999999997,-0.002177,0.039520043463541675,0.013768750851112087
0.357127,-0.0027254999999999996,0.04016150619131362,0.013773106149304154
0.343363,-0.003284,0.04094760598205368,0.013777548838599702
0.32959550000000004,-0.0038515,0.04144622049592283,0.013780834590110983
0.315824,-0.004425,0.0417935671633443,0.013786038299671165
0.302048,-0.0050035,0.042143706593597355,0.013790244559107729
0.28826850000000004,-0.005585,0.04220697784829108,0.013793284054205497
0.2744875,-0.0061675,0.04227941211091713,0.01379332628483794
0.2607095,-0.0067485,0.042007940412608816,0.01378716308745202
0.246937,-0.007326,0.041805693494705955,0.013782041793580519
0.2331705,-0.007897,0.0411015942566295,0.013774633388950863
0.2194125,-0.0084575,0.04033294693772858,0.013764193910287652
0.205664,-0.009004499999999999,0.03919702638383807,0.013754564951317078
0.1919275,-0.0095325,0.03763972786360195,0.01373873101854752
0.17820550000000002,-0.0100355,0.03563929613413887,0.013723714730349073
0.164499,-0.010506999999999999,0.03313139661558098,0.013705521515068285
0.15081250000000002,-0.0109385,0.029899679121612517,0.013681114939945522
0.1371505,-0.0113205,0.026003368915534394,0.013653615858079494
0.1235185,-0.011641499999999999,0.021076570071389144,0.013618024599772174
0.109927,-0.0118855,0.014813185284804074,0.013569488752344353
0.09639,-0.012033,0.0069597573126127564,0.013506327109914083
0.0829255,-0.012059,6.280056359631681,0.013423065707952105
0.0695695,-0.01193,6.266932693660966,0.013290755320898818
0.0563915,-0.0115975,6.248837452805665,0.013074711851509381
0.043521000000000004,-0.010993,6.22329174434114,0.012696766359983156
0.031313,-0.0100425,6.186316893655916,0.011797306684154654
0.020703,-0.0087525,6.13251072481366,0.009586615930556519
0.012797,-0.007306,6.057539807940744,0.0064987438786276224
0.007639999999999999,-0.005925,5.965661780747013,0.0041894228719478776
0.0043425,-0.004666,5.849807952467962,0.002881375539564393
0.002158,-0.0034335,5.6621273267898395,0.002156743146505861
0.000776,-0.0020959999999999998,5.330637134816697,0.0017425555945220226
0.000136,-0.0006435000000000001,4.892242480177168,0.0015093458848123582
0.000162,0.000873,4.507303172733971,0.0015811350353464439
0.0007624999999999999,0.0025139999999999997,4.243220378481054,0.0019440671284706194
0.0019529999999999999,0.004385,4.0701639914920875,0.002507602041792118
0.0039065,0.0066085,3.9340096942922775,0.0034253096210415785
0.007051999999999999,0.009358,3.8086292960867745,0.004946169831293705
0.0120615,0.01277,3.692045899640554,0.0071959283626228535
0.019416,0.016706,3.5883086728495472,0.00950912403957378
0.028860999999999998,0.020711,3.5032714648479435,0.011027429437543458
0.0396925,0.024397000000000002,3.4383197786083852,0.01186763249346726
0.051356,0.0276445,3.3889664276716265,0.012354072567376317
0.063543,0.030470999999999998,3.350503306238762,0.01267151135421501
0.0760815,0.032926,3.319641289145138,0.01288469188611043
0.088865,0.0350575,3.294131181892206,0.013037383057960681
0.1018295,0.036906999999999995,3.272556893605371,0.01315565935253722
0.11493,0.0385105,3.254276374979323,0.013241981913595867
0.128133,0.039897,3.2382111675179317,0.013310077385199513
0.1414165,0.04109,3.224143566774668,0.013364511401469216
0.15476499999999999,0.042108999999999994,3.211444437995628,0.013410703933798528
0.16816799999999998,0.042969499999999994,3.1999861274274113,0.01345092595325692
0.18161650000000001,0.043688,3.189962350049897,0.013484771596137604
0.195103,0.0442785,3.1807462120294088,0.013514357439404968
0.20862150000000002,0.044751,3.1723226502120285,0.01353939234234682
0.222168,0.045116500000000004,3.1648185648326277,0.01356365824547347
0.23573850000000002,0.045384,3.157790338558763,0.013582781784303225
0.249328,0.045561500000000005,3.1515202580089015,0.013598670118802057
0.26293449999999996,0.045656,3.145558846527534,0.013615107087349688
0.276556,0.045673000000000005,3.1401250878690954,0.013628014675659869
0.2901895,0.045619,3.135140657189686,0.013639283888826435
0.3038345,0.0454985,3.1303851527521602,0.013651857382788584
0.31749,0.045316499999999996,3.12614732261349,0.01366162951481265
0.331154,0.045077,3.121987322732588,0.013670627198486555
0.34482599999999997,0.0447835,3.1182713487504383,0.013679719916723407
0.3585055,0.04443999999999999,3.1147044484650848,0.01368794772783707
0.372191,0.0440495,3.111429390864588,0.013694229186047709
0.385882,0.0436165,3.1085245311016863,0.013701490612338482
0.399578,0.0431425,3.1054717087778188,0.013706940905978973
0.4132785,0.04263,3.1029342612356845,0.01371324575000392
0.42698349999999996,0.042082,3.100323328826988,0.013718680876818993
0.4406915,0.0415005,3.0980721167883263,0.013721992931057818
0.4544015,0.040887,3.095676440691308,0.013725466148732409
