 0.0000000 0.0000000
 0.0002081 0.0030156
 0.0004404 0.0042896
 0.0006768 0.0052722
 0.0009152 0.0061014
 0.0013960 0.0074893
 0.0018798 0.0086523
 0.0023657 0.0096695
 0.0048113 0.0135796
 0.0097387 0.0188041
 0.0196455 0.0255093
 0.0295765 0.0304662
 0.0395197 0.0345513
 0.0494700 0.0381238
 0.0594256 0.0413146
 0.0793488 0.0468303
 0.0893149 0.0492664
 0.0992833 0.0515290
 0.1242134 0.0565480
 0.1491534 0.0608503
 0.1741017 0.0645565
 0.1990572 0.0677428
 0.2240189 0.0704807
 0.2489862 0.0728205
 0.2739588 0.0747781
 0.2989362 0.0763869
 0.3239183 0.0776567
 0.3489050 0.0785958
 0.3738961 0.0792244
 0.3988915 0.0795402
 0.4238911 0.0795538
 0.4488952 0.0792429
 0.4739037 0.0786115
 0.4989173 0.0776188
 0.5239361 0.0762416
 0.5489615 0.0744017
 0.5739940 0.0720512
 0.5990348 0.0690951
 0.6240846 0.0654873
 0.6491438 0.0612047
 0.6742112 0.0563390
 0.6792255 0.0553066
 0.6992846 0.0510353
 0.7243610 0.0455240
 0.7494381 0.0399538
 0.7745122 0.0345993
 0.7795268 0.0335463
 0.7995843 0.0293932
 0.8196388 0.0254604
 0.8246519 0.0245092
 0.8497156 0.0199073
 0.8747744 0.0156566
 0.8998261 0.0119208
 0.9198638 0.0091876
 0.9248728 0.0085371
 0.9499137 0.0055808
 0.9749509 0.0028859
 0.9799575 0.0024050
 0.9899698 0.0015154
 1.0000000 0.0006699
